City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
629,Oltu,TR,40.5498,42.0013,41.88,83,79,3.36,broken clouds,0,0
630,Chifeng,CN,42.2683,118.9636,45.52,43,0,5.48,clear sky,0,0
631,Burgeo,CA,47.6167,-57.6152,44.82,49,0,14.18,clear sky,0,0
632,Huacho,PE,-11.1067,-77.605,69.22,78,75,8.75,broken clouds,0,0
633,Rasht,IR,37.2808,49.5832,57.02,100,100,4.61,light intensity drizzle,0,0
634,Azangaro,PE,-14.9167,-70.2167,58.14,30,40,13.4,scattered clouds,0,0
635,Sechura,PE,-5.5569,-80.8222,76.41,60,85,19.15,overcast clouds,0,0
636,Geraldton,AU,-28.7667,114.6,55.81,88,0,9.22,clear sky,0,0
637,Gushikawa,JP,26.3544,127.8686,75.2,96,75,6.91,broken clouds,0,0
638,Ambilobe,MG,-13.2,49.05,72.66,93,17,3.27,few clouds,0,0
639,Chongwe,ZM,-15.3292,28.682,64.74,70,45,3.11,scattered clouds,0,0
640,Chapais,CA,49.7834,-74.8492,60.58,38,18,3.65,few clouds,0,0
641,Vuktyl,RU,63.8567,57.3094,45.9,76,22,11.27,few clouds,0,0
642,Saldanha,ZA,-33.0117,17.9442,53.65,88,97,8.59,overcast clouds,0,0
643,Newport,GB,51.5877,-2.9984,57.69,88,58,5.88,broken clouds,0,0
644,Barrhead,GB,55.7992,-4.3929,55.76,82,99,4.61,overcast clouds,0,0
645,Benguela,AO,-12.5763,13.4055,75.02,82,4,1.99,clear sky,0,0
646,Hay River,CA,60.8156,-115.7999,31.98,86,100,17.27,light snow,0,0
647,Aksu,CN,41.1231,80.2644,71.91,29,0,5.73,clear sky,0,0
648,Daru,PG,-9.0763,143.2092,80.91,91,71,9.89,broken clouds,0,0
649,Eureka,US,40.8021,-124.1637,50.2,73,100,7.0,overcast clouds,0,0
650,Cassia,BR,-20.5831,-46.9219,71.42,68,90,4.14,overcast clouds,0,0
651,Vila Do Maio,CV,15.1333,-23.2167,74.19,81,30,16.53,scattered clouds,0,0
652,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,5.75,few clouds,0,0
653,La Romana,DO,18.4273,-68.9728,84.56,79,20,11.5,few clouds,0,0
654,Trincomalee,LK,8.5711,81.2335,83.66,79,100,18.52,light rain,0,0
655,Gilgit,PK,35.9221,74.3087,71.28,32,0,3.69,clear sky,0,0
656,Fasa,IR,28.9383,53.6482,67.24,22,0,4.61,clear sky,0,0
657,Pishva,IR,35.308,51.7267,65.1,36,1,27.65,clear sky,0,0
658,Oranjestad,AW,12.524,-70.027,85.95,70,40,20.71,scattered clouds,0,0
659,Fernie,CA,49.5,-115.0687,50.09,90,100,6.17,overcast clouds,0,0
660,Trairi,BR,-3.2778,-39.2689,77.7,88,100,7.7,overcast clouds,0,0
661,Najran,SA,17.4924,44.1277,83.05,17,0,3.04,clear sky,0,0
662,Lazurne,UA,46.084,32.5295,53.06,61,3,4.59,clear sky,0,0
663,Tucuman,AR,-26.8241,-65.2226,69.8,68,40,11.5,scattered clouds,0,0
664,Ampanihy,MG,-24.7,44.75,71.26,80,38,1.97,scattered clouds,0,0
665,Chipata,ZM,-13.6333,32.65,63.63,78,56,4.38,broken clouds,0,0
666,Tralee,IE,52.2704,-9.7026,54.43,89,100,6.24,overcast clouds,0,0
667,Udachnyy,RU,66.4167,112.4,7.3,94,92,7.85,overcast clouds,0,0
668,San Cristobal,VE,7.7669,-72.225,80.78,64,92,5.32,overcast clouds,0,0
669,Lagos,NG,6.5833,3.75,82.72,85,22,7.25,few clouds,0,0
670,Haines Junction,CA,60.7522,-137.5108,48.15,43,13,6.91,few clouds,0,0
671,Kavieng,PG,-2.5744,150.7967,84.38,67,100,17.76,overcast clouds,0,0
672,Upleta,IN,21.7333,70.2833,82.49,68,2,10.36,clear sky,0,0
673,Kaeo,NZ,-35.1,173.7833,58.32,97,93,8.63,overcast clouds,0,0
674,Dalianwan,CN,39.0286,121.695,41.04,100,81,6.71,broken clouds,0,0
675,Marsa Matruh,EG,31.3525,27.2453,68.2,77,0,14.97,clear sky,0,0
676,Pringsewu,ID,-5.3582,104.9744,75.33,89,100,4.25,overcast clouds,0,0
677,Sumeg,HU,46.977,17.2821,61.05,79,100,4.47,overcast clouds,0,0
678,Lorengau,PG,-2.0226,147.2712,83.71,73,70,16.69,broken clouds,0,0
679,Yaviza,PA,8.1537,-77.6931,84.4,82,87,3.44,overcast clouds,0,0
680,Calabozo,VE,8.9242,-67.4293,89.19,46,88,2.8,overcast clouds,0,0
681,Malanville,BJ,11.8685,3.3899,91.11,37,64,3.47,light rain,0,0
682,Calabar,NG,4.9517,8.322,77.22,94,97,4.25,overcast clouds,0,0
683,Winnemucca,US,40.973,-117.7357,46.45,53,100,17.34,overcast clouds,0,0
684,Vardo,NO,70.3705,31.1107,26.58,80,0,9.22,clear sky,0,0
685,Borujerd,IR,33.8973,48.7516,53.83,54,31,4.9,scattered clouds,0,0
686,Sakakah,SA,29.9697,40.2064,71.17,16,65,5.97,broken clouds,0,0
